"","Sub1","Gnas","Ctsd","Kif1a","Tcf25","Aldoa","Pkm","Slc25a3","Hspa8","Rpl41","Gabarapl1","Gm6682","Oxct1","Atp6v0c-ps2","Purb","Atp6v1a","Eif4g2","Rps27a","Ubc","Cltc","Tspan3","Aplp2","Lars2","Tspan7","Ndufa4","Sumo1","Rpl7","Dynlrb1","Ndufv3","Gstm5","Gm15421","Ndufa5","Cox7b","Rnasek","Uqcrh","Ndufb10","Eif4a2","Atp5j2","Ldhb","Atp5f1","Ndufa13","Uqcrc2","Ndufv2","Atp5j","Ndufa11","Ndufa6","Atp6v1f","Ndufb9","Akr1a1","Mdh1","Vdac3","Sod1","BC002163_loc1","Ndufb5","Hspe1","Gpx4","Cox4i1","Npm1","Myl12b","Hint1","Gpi1","Atp6v1e1","Atp5h","Gm5506_loc1","Gabarapl2","Atp5g3","Acot7","Tuba1b","Slc25a4","Chchd2","Atp5b","Prdx2","Ckb","Morf4l2","Tuba1a","Ran","Atp6ap2","Skp1a","Ppp2r1a","Cst3","Ubb","Mdh2","Ndufa12","Pgk1","Atp5a1","Atp5o","Ghitm","Uqcrq","Ndufb8","Cox6a1","Camk2n1","Slc1a2","H2afz","Ubl5","Timm8b","Vps29","Calm1","Ppia","Nap1l1","Grcc10","Tubb5","Rps28","Rps24","Rps15a-ps4","Rpl32","Rps20","Rplp1","Sumo2","Rpl39","Polr2l","Rps29","Cox8a","Vmp1","Tomm7","Tpi1","Atp5l","Atp5e","Mif","Atp5k","Cox7c","Cox6b1","Cox7a2","Usmg5","Cox6c","Atp6v1d","Nedd8","Atpif1","Atp5c1","Scg5","Ndufb4","Uqcr10","Nme1","Ndufc1","Cycs","2010107E04Rik","Ndufa1","Uqcr11","Meg3","Luc7l3","Pea15a","Ttc3","Gdi1","G3bp2","Arl6ip1","Hsp90aa1","Tmod2","Ywhaq","Atxn7l3b","Serinc1","Sparcl1","Hsp90ab1","Ywhaz","Matr3","Actg1","H3f3b","Actb","Gpm6a","Dynll1","Gpm6b","Gstp1","Itm2b","Fkbp1a","Sh3bgrl3","Calm2","Brk1","Nmt1","Capza2","Fth1","Tmsb4x","Slc22a17","Ywhab","Prkar1a","Psap","Tmem30a","Ncam1","Map1a","Dpysl2","Cfl1","App","Map1b","Syt11","Sptbn1","Cpe","Aplp1","2900097C17Rik","Ywhae","Rtn3","Serbp1","Eef1a1","Canx","Pja2","Calm3","Arf1","Trim2","Ppp3ca","Zeb2","Tppp","Tcf4","Gnao1","Gria2","Atp2b1","Rab6a","Ctsb","Prnp","Rtn4","Nptn","Prkcb","Kif1b","Atp2a2","Egr1","Scd2","Hmgcs1","Taldo1","Ctsl","Ptma","Ftl1","Cd81","1810037I17Rik","Prdx1","Malat1","Ptn","Pcdh9","Ptprd","Rnf7","Sf3b1","Eef1b2","Myeov2","Prrc2c","H3f3a","Rps12","Amd2","Ank3","Cisd1","Ndufs7","Oaz1-ps","Eef2","Hsp90b1","Metap2","Naca","Myl6","Sec61g","Ccdc88a","Gnb2l1","Gm15772","Eif4a1","Gabarap","Psmb6","Nme2","Spag9","Rpl23","Rpl19","Eif1","Rpl27","Mapt","Ddx5","Rpl38","Rpl36al","Actr10","Psma3","Erh","Srsf5","Rbm25","Dync1h1","Prpf4b","Hnrnpk","Ndufs6","Sdha","Cetn3","Rps23","Btf3","Vdac2","Selk","Spcs1","Hnrnpc","Dad1","Bnip3l","Tpt1","Mbnl2","Cct5","Pabpc1","Rpl8","Tnrc6b","Rbx1","Tmbim6","Pfdn5","Rpl31-ps12","Rpl35a","Cox17","Rpl24","Son","Gtf2h5","Mpc1","Psmb1","Tceb2","Gm6402","Ndufa7","Rps18","Cox7a2l","Paip2","Pura","Ndufa2","Rps14","BC031181","Ier3ip1","Fau","Hspa5","Rab14","Rpl35","Ssb","Dync1i2","Psmc3","Srp14","Serf2","Hypk","Dstn","Csnk2a1","Eif2s2","Rbm39","Top1","Serinc3","Psma7","Rps21","Sec62","Rps3a1","Csde1","Psma5","Sars","Sep-15","Zranb2","Sdcbp","Rab2a","Sfrs18","Dnaja1","Vcp","Atp6v1g1","Rps6","Tmem59","Scp2","Atp6v0b","Psmb2","Tmem50a","Srrm1","Cdc42","Eif4g3","Minos1","Sdhb","Park7","Kmt2e","Rpl5","Gm13826","Fis1","Arpc1a","Pdap1","Pomp","Hmgb1","Shfm1","Mrps33","Hnrnpa2b1","Cbx3","Mat2a","Cct7","Cnbp","Gm6654","Ndufa3","Rps9","Clcn4-2","Rps5","Rps16","Rpl13a","Ndufc2","Rps3","Fam168a","1110004F10Rik","Rps13","Eif3c","Rplp2","Lamp1","Tmem66","Clcn3","Uba52","Rpl18a","Ndufb7","Tecr","Vps35","Psmd7","Hsbp1","Map1lc3b","Elavl3","Sep-07","Rps25","Psma4","Rpl4","Ppib","Nedd4","Tma7","Rpsa","Ndufb11","Slc25a5","Atp6ap1","Atrx"
"1772063071_A05",10,3,0,1,5,0,0,8,5,9,0,0,1,1,0,4,3,7,2,0,1,1,19,0,8,7,14,3,0,1,0,0,5,3,19,2,1,4,0,4,6,1,2,7,0,1,1,3,5,5,0,0,2,0,2,4,5,10,0,3,3,0,3,0,1,2,3,2,6,6,6,3,9,6,41,0,2,2,0,3,1,4,1,1,2,8,1,15,9,2,1,3,2,2,3,2,12,21,1,4,0,11,5,6,5,6,20,0,16,8,19,11,13,1,0,5,2,6,3,15,2,6,11,5,1,2,7,1,3,0,4,0,6,3,12,8,5,31,1,9,9,1,0,3,14,1,21,0,8,4,21,0,5,9,9,32,0,13,17,48,9,8,1,5,1,2,0,83,22,0,0,1,1,1,0,5,0,1,12,2,11,5,1,42,0,0,8,0,9,0,3,2,1,8,1,2,1,2,1,10,2,1,0,3,2,0,1,22,0,1,19,20,12,2,6,9,23,11,14,1014,34,12,27,14,2,4,12,4,5,2,10,5,12,1,3,5,5,6,1,4,5,4,2,4,3,1,2,3,0,5,3,1,1,1,9,5,0,5,1,0,1,3,6,0,3,5,1,0,4,2,3,4,4,2,1,0,4,1,6,4,2,2,2,2,2,26,3,1,4,11,3,11,13,3,7,3,7,9,3,2,2,3,2,2,8,0,0,1,2,11,4,3,4,3,2,2,0,2,1,1,8,9,13,22,1,1,1,1,1,3,0,1,5,5,4,4,2,0,2,1,7,15,5,0,5,2,4,1,0,6,2,3,3,2,13,0,1,7,0,0,1,4,4,6,4,0,0,4,2,1,1,1,0,3,3,5,7,1,1,8,7,2,14,1,3,5,3,9,12,2,0,7,1,2,5,4,5,0,5,0
"1772063078_A09",8,5,17,1,0,9,2,0,4,1,4,2,0,4,2,2,5,5,9,2,1,2,15,1,7,4,13,0,4,6,0,2,6,5,1,0,3,3,3,2,5,1,0,7,4,2,5,7,6,0,3,0,2,1,4,5,7,0,0,5,2,4,3,4,8,7,1,1,4,2,9,1,18,2,31,3,2,2,2,315,1,0,3,1,3,6,0,3,0,3,1,6,2,6,6,0,21,20,1,3,1,15,6,16,15,7,19,2,13,3,43,8,3,4,0,4,10,5,6,8,5,8,6,5,1,3,1,2,5,0,1,3,1,6,6,0,4,1,2,2,0,0,1,5,4,0,3,4,11,1,11,1,3,12,6,26,2,3,5,13,13,4,2,5,0,1,3,86,54,1,0,4,5,1,5,1,0,3,18,0,11,0,0,15,2,3,1,2,11,3,0,7,2,5,0,0,1,0,6,2,0,1,4,5,3,0,3,1,7,2,9,7,17,1,12,20,11,4,7,479,6,5,2,12,1,3,4,2,9,3,7,3,1,4,7,7,2,4,3,12,3,1,8,3,5,3,3,2,0,15,10,4,1,2,7,1,5,1,3,6,4,2,2,0,3,1,1,2,6,5,2,3,3,5,3,0,5,1,1,7,9,2,4,1,4,11,4,7,4,10,1,8,2,2,7,1,5,8,5,2,3,4,2,0,25,4,2,14,0,9,6,4,6,1,3,2,5,2,1,10,1,6,5,24,0,3,3,2,0,0,0,2,1,0,4,9,0,2,5,1,7,1,8,0,2,3,2,0,2,4,4,4,1,1,10,2,0,2,1,3,1,3,9,11,13,0,12,11,16,12,11,6,2,14,0,17,1,0,1,5,23,1,6,5,3,2,2,5,10,13,1,10,8,0,1,18,0,0,6,3
"1772063062_D10",3,4,0,2,1,2,0,0,5,5,0,0,0,6,0,4,1,3,2,0,3,0,28,1,6,0,6,1,1,4,0,5,0,1,2,2,5,3,4,3,2,0,2,1,4,4,1,0,0,3,2,0,1,0,1,1,4,1,1,0,2,2,1,3,4,2,3,2,12,2,2,1,2,8,12,0,2,3,1,0,1,1,0,0,1,0,3,2,1,1,1,3,1,1,0,2,8,12,2,0,2,2,3,4,4,2,3,1,3,3,11,3,3,3,2,0,2,3,0,5,3,1,4,2,1,1,0,4,3,0,1,1,0,1,2,2,0,47,7,6,3,1,0,2,12,0,4,5,5,0,13,5,1,1,2,6,1,1,22,16,2,2,0,4,1,1,0,30,16,0,0,0,5,1,1,2,1,0,8,1,7,2,1,14,1,4,1,0,14,2,1,0,0,2,2,1,2,4,5,0,6,0,1,2,0,3,4,4,1,3,14,14,8,2,9,2,6,1,6,549,4,10,11,7,0,1,3,2,2,1,1,2,1,0,2,4,1,1,2,2,2,1,4,2,3,2,2,0,0,2,1,1,1,9,4,0,4,0,1,2,2,1,0,0,6,1,0,1,0,4,1,10,4,5,5,3,0,2,1,1,1,1,2,0,0,5,2,2,1,8,0,5,2,3,1,1,6,0,2,1,0,0,1,1,6,0,1,0,1,1,2,2,1,0,5,4,1,2,0,5,3,7,5,4,0,0,0,0,8,0,2,4,0,2,1,11,0,0,4,0,1,6,2,1,0,1,1,4,0,3,5,1,2,1,2,1,1,0,0,1,0,1,5,6,3,4,4,3,3,1,5,0,1,2,2,1,6,0,3,1,2,0,5,2,0,1,5,5,14,3,0,7,4,1,0,4,1,1,5,2
"1772063065_D03",1,1,3,1,3,2,0,0,1,2,0,0,0,1,0,1,1,1,5,0,1,0,4,0,4,0,1,1,1,4,2,1,0,7,3,1,2,2,2,1,1,1,1,1,1,0,0,4,0,1,1,2,2,0,1,6,6,0,0,1,0,1,2,0,3,4,1,4,7,6,0,0,11,0,25,1,2,0,1,0,1,2,2,0,1,1,0,0,0,1,1,0,2,4,0,3,9,12,1,0,2,9,8,6,4,12,5,1,9,0,17,4,3,1,1,5,7,5,4,5,3,4,5,5,2,1,2,1,0,5,4,0,1,4,10,1,1,0,1,2,0,1,0,2,4,0,2,3,0,1,13,0,2,0,0,8,0,6,8,5,2,3,1,1,2,0,0,62,21,3,0,0,2,0,0,1,1,4,6,0,12,0,0,9,1,1,0,1,2,0,0,1,0,1,0,0,3,1,1,0,0,0,0,2,2,0,0,5,0,5,10,6,9,0,10,10,6,2,8,390,2,3,1,5,5,5,9,1,5,0,11,1,1,4,8,2,0,1,2,1,1,0,3,0,2,4,3,1,3,5,4,0,2,0,1,3,5,1,1,0,2,1,1,1,2,3,3,2,1,0,1,1,1,3,0,6,5,0,3,2,8,0,4,1,1,5,0,0,7,5,1,8,1,2,5,3,4,1,3,1,3,1,2,1,4,1,0,4,2,5,5,4,3,0,4,1,4,0,1,2,2,5,7,4,1,3,1,2,0,0,0,1,3,1,2,7,3,9,5,3,5,1,1,1,2,2,0,0,0,6,1,1,4,1,9,3,0,4,1,1,0,2,8,5,5,1,1,6,6,0,4,2,4,6,3,6,2,1,3,1,7,2,5,3,2,3,3,4,4,4,0,5,3,0,4,6,3,1,2,1
"1772063079_G07",5,3,0,3,1,4,1,2,2,8,0,3,2,0,0,5,5,2,2,0,2,1,8,0,5,4,5,0,0,5,0,2,1,9,7,2,1,2,5,4,3,0,4,3,3,5,2,0,10,0,6,1,0,6,1,3,3,0,0,1,0,6,2,0,5,2,11,0,14,4,2,0,8,4,85,0,5,2,4,0,2,2,3,3,2,4,4,5,0,6,0,1,1,6,2,0,10,19,0,7,5,15,6,2,9,3,11,10,4,4,29,4,28,2,2,3,3,7,10,24,7,6,8,7,0,4,0,15,4,9,4,2,11,6,4,2,5,4,3,4,1,1,2,6,37,2,19,2,10,4,32,1,2,8,12,13,0,7,11,38,13,8,6,12,2,1,2,55,56,3,1,0,2,3,8,1,2,3,38,3,15,8,0,31,2,1,0,1,17,10,0,9,0,2,1,4,2,2,0,0,0,0,0,6,1,2,1,25,2,2,34,54,18,11,16,10,18,6,18,1114,22,12,10,25,3,5,8,8,2,2,6,3,2,0,6,6,13,0,1,8,7,1,13,1,4,1,3,0,2,6,2,1,0,3,8,2,0,1,0,8,2,2,1,0,6,8,4,3,0,5,3,9,7,4,6,2,6,1,3,0,5,0,2,4,1,13,0,2,4,6,3,5,6,4,10,2,4,3,5,1,2,2,2,4,19,0,0,7,2,8,2,8,4,1,4,4,9,2,0,2,8,4,6,10,4,3,2,3,0,1,1,2,2,2,6,8,3,6,8,2,17,2,10,3,9,2,2,2,0,2,4,8,5,1,8,5,3,8,1,0,3,12,10,3,1,9,4,4,4,3,27,8,0,6,0,9,4,2,2,4,6,1,26,4,0,6,5,6,14,1,4,5,1,2,7,7,4,0,8,2
"1772066095_A03",4,8,1,4,4,8,1,0,4,5,3,1,0,6,4,1,3,2,13,0,4,2,33,2,1,0,2,1,0,3,1,0,3,3,5,1,3,3,2,1,4,2,4,0,0,5,4,1,5,1,1,2,1,2,1,3,7,2,4,3,5,3,3,4,2,0,6,3,10,0,2,0,7,1,10,0,1,2,2,1,3,3,0,0,5,0,0,1,0,3,4,1,3,4,0,1,9,24,2,1,0,3,0,0,2,3,6,1,2,1,15,14,6,0,2,0,4,0,3,1,1,4,2,5,1,0,4,6,1,0,4,3,0,3,0,1,6,109,8,3,19,3,0,10,37,3,4,6,11,0,48,3,7,7,14,25,11,4,20,9,12,6,0,16,3,5,4,46,24,4,1,4,3,0,7,5,1,3,24,17,12,13,7,5,7,3,1,2,4,10,1,1,1,16,14,7,1,11,5,28,117,5,2,5,9,1,35,20,3,6,25,9,7,1,22,16,20,3,19,1058,11,8,4,7,3,0,1,1,0,0,6,9,2,1,2,4,9,0,1,1,2,2,0,1,2,3,1,2,1,0,4,2,2,4,16,1,3,4,2,1,0,9,3,2,0,1,2,2,1,0,0,2,2,3,0,2,2,2,2,0,1,3,1,2,3,2,0,2,3,13,1,6,2,2,0,0,3,0,4,2,2,1,0,1,7,5,2,11,0,7,2,5,1,2,0,1,2,5,0,0,5,1,9,4,0,0,2,2,6,1,3,9,3,4,5,4,3,1,10,4,7,6,3,2,0,2,0,2,0,0,1,3,3,0,3,0,3,6,1,1,0,3,4,1,1,0,5,7,3,3,5,1,0,2,2,4,2,3,3,0,5,0,8,2,2,8,5,3,12,1,2,6,5,3,5,5,0,1,6,6
"1772066098_A11",5,0,3,2,0,0,1,0,6,1,2,0,0,1,0,2,3,0,1,0,4,1,10,0,8,1,0,1,0,4,1,2,0,1,1,1,4,2,4,1,1,2,2,1,0,4,2,0,3,3,0,0,2,5,3,2,2,3,1,2,3,0,1,1,4,0,2,0,3,3,1,1,3,1,9,2,2,0,0,0,5,1,2,2,0,1,1,1,3,2,0,0,2,1,4,1,8,19,0,1,0,7,4,3,3,1,7,2,2,1,5,3,2,4,1,6,1,1,0,4,2,1,3,6,1,0,1,1,0,2,6,0,2,4,2,1,3,0,0,1,1,0,1,3,11,3,6,2,5,0,10,2,0,4,6,8,0,2,8,12,6,2,5,5,4,0,0,69,22,0,1,2,0,1,0,3,0,1,11,1,7,1,0,6,2,2,0,0,3,1,1,1,1,0,0,1,2,2,1,1,0,0,2,1,5,0,0,3,0,8,17,4,19,1,16,20,15,3,9,275,3,5,8,6,1,0,1,1,3,1,2,3,4,3,5,0,3,2,1,1,0,0,1,1,3,1,5,2,0,3,1,0,1,1,5,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,3,2,9,1,4,2,4,3,5,1,2,0,2,2,1,3,1,1,3,6,2,4,0,1,2,2,3,0,3,0,2,0,2,0,9,2,0,9,2,4,2,3,3,2,2,4,1,1,0,1,2,0,5,4,0,5,1,3,0,0,1,1,1,2,4,1,1,2,2,2,1,1,6,2,1,1,3,0,0,2,1,1,1,1,6,1,1,4,2,1,1,3,1,4,3,0,1,1,3,0,2,2,1,0,2,3,5,0,1,1,2,1,4,2,1,4,6,1,17,1,0,3,4,2,2,2,1,1,0,0
"1772063068_B05",10,2,0,5,4,5,1,1,5,3,2,6,3,4,0,3,5,5,1,2,6,4,13,3,5,4,4,6,5,11,2,2,7,5,8,4,3,7,8,2,3,0,0,9,5,5,2,6,5,5,1,2,6,8,3,2,10,0,2,3,2,4,8,1,12,6,8,6,16,5,3,5,16,0,36,1,3,3,0,4,4,3,5,0,7,4,3,12,2,4,9,4,3,5,7,4,40,33,2,3,3,16,6,5,3,7,12,9,6,1,20,12,5,3,7,6,17,4,10,9,12,13,9,10,0,4,1,6,16,4,5,6,3,8,11,6,8,75,6,4,5,2,3,8,5,2,11,3,9,4,13,2,1,10,9,15,1,19,7,17,5,9,2,29,5,2,3,94,37,2,2,3,2,1,2,5,0,3,15,5,12,4,3,9,7,0,7,2,7,0,1,11,0,3,2,5,6,6,1,17,5,1,0,4,3,1,8,15,1,6,29,4,10,2,17,10,12,7,11,902,11,6,2,8,3,7,4,4,2,7,3,7,3,2,4,4,1,2,1,3,13,3,0,1,3,1,7,3,1,9,1,0,2,6,3,9,5,1,1,1,1,4,1,5,1,5,0,4,1,8,2,7,5,3,6,2,3,1,0,0,10,4,3,0,3,8,1,1,3,6,3,8,4,7,11,4,10,1,3,1,3,2,3,1,24,2,0,5,0,4,4,9,7,2,4,7,2,0,0,1,2,5,14,10,1,5,2,3,1,1,0,1,5,2,5,9,3,1,3,4,4,2,2,1,7,6,4,2,5,3,16,6,2,3,7,2,3,5,1,1,1,5,12,8,3,4,3,6,4,3,17,4,0,7,4,11,8,2,2,3,6,2,9,2,2,7,7,3,14,4,0,11,2,0,4,10,6,2,2,4
"1772063077_D10",1,1,1,7,2,7,2,0,10,1,3,3,3,5,3,8,2,4,5,3,4,2,8,5,4,2,1,3,3,6,3,1,2,2,4,3,10,4,1,2,3,4,2,2,4,1,3,4,3,10,1,1,1,5,3,3,3,3,1,4,3,1,1,2,3,4,6,2,6,1,6,2,8,2,25,2,12,0,0,1,3,2,0,2,1,1,1,3,2,0,6,12,2,5,2,1,30,26,1,1,0,4,1,4,6,4,5,5,3,1,12,4,19,0,9,2,4,7,2,10,4,7,5,5,1,1,2,2,22,7,4,1,1,4,3,3,0,14,0,6,14,2,1,6,19,2,2,3,16,5,30,3,3,5,5,11,16,4,20,14,9,4,2,7,4,5,0,52,30,6,1,6,3,4,5,2,1,3,26,1,9,3,4,9,1,1,3,2,5,1,2,3,3,2,4,2,3,3,3,9,5,0,0,7,5,2,8,8,3,7,20,36,13,4,25,3,15,6,5,662,24,10,7,5,3,1,4,2,6,5,3,14,1,1,5,4,5,1,2,7,1,3,1,0,5,0,4,1,2,1,0,1,1,4,5,3,3,1,2,1,4,3,3,1,3,1,3,1,0,7,2,10,2,5,0,4,3,5,1,1,8,5,2,5,2,6,0,4,4,7,3,4,5,6,3,3,1,0,3,7,5,2,4,3,7,0,2,3,4,17,1,4,1,1,3,2,6,2,1,6,8,0,6,3,0,0,2,2,3,0,1,0,6,1,6,2,3,2,8,3,7,0,4,5,2,2,1,4,0,6,4,8,7,3,1,1,2,4,2,4,2,4,3,7,3,4,7,5,2,3,10,7,4,2,5,4,7,4,5,4,2,0,10,5,2,3,5,7,18,2,1,4,2,1,3,8,1,1,4,4
"1772063068_F06",20,9,1,8,6,12,5,1,3,5,4,9,4,13,2,5,4,9,7,9,5,5,66,1,27,6,9,4,2,5,11,9,15,2,7,5,17,7,10,1,4,1,4,11,9,7,10,4,4,55,0,6,3,2,3,0,21,1,12,5,4,12,5,4,2,5,2,8,17,2,8,3,8,7,34,6,7,5,2,5,2,6,5,12,4,7,6,14,4,4,19,10,5,6,6,3,60,59,8,10,3,4,10,3,21,20,11,10,12,7,28,14,6,10,6,13,14,14,19,30,15,23,23,27,6,12,20,3,61,5,4,10,7,9,14,6,10,26,4,3,11,1,0,3,20,2,5,10,31,10,19,6,1,25,4,34,20,9,8,20,8,3,4,33,3,7,2,19,21,0,1,2,7,9,10,1,7,4,40,2,13,22,15,13,12,1,5,4,8,3,4,7,6,1,15,1,2,13,1,6,6,0,3,11,5,3,2,19,1,4,7,4,2,5,10,4,4,5,7,576,17,2,5,10,7,8,11,5,11,10,10,6,3,2,9,7,10,4,2,10,4,0,5,6,1,2,4,7,2,22,3,2,3,4,12,12,5,1,3,3,5,1,3,1,7,5,3,4,8,2,1,4,6,0,3,2,7,4,1,4,7,5,5,3,7,16,4,4,4,13,4,5,2,9,7,5,10,4,1,8,6,7,8,1,8,2,6,8,2,7,0,11,5,7,1,3,5,8,1,5,4,7,7,11,1,3,4,3,7,2,1,2,0,0,3,5,3,3,4,3,4,0,8,5,8,3,8,2,1,15,1,6,14,10,3,7,9,11,6,6,1,5,4,7,4,7,6,6,6,5,6,3,6,4,14,6,4,5,5,7,9,1,11,5,1,3,1,3,17,7,1,6,3,6,4,4,2,3,7,2
"1772063078_G01",5,2,1,8,3,1,0,1,1,1,2,1,0,2,0,1,2,1,2,1,2,0,13,0,9,1,5,1,2,3,1,6,3,1,3,1,3,2,1,2,6,1,0,4,3,4,1,3,2,4,0,7,3,0,0,2,5,0,1,1,3,0,1,2,1,4,2,0,8,2,1,2,2,0,13,2,2,2,2,6,7,1,0,2,2,3,1,1,1,4,1,6,3,3,3,2,14,24,0,3,3,12,13,5,9,12,16,4,3,3,40,3,5,6,2,5,6,1,3,9,2,7,5,4,0,3,0,5,5,6,3,3,1,0,5,0,3,114,11,3,4,2,1,4,4,3,4,2,5,5,12,0,1,7,4,29,1,2,4,5,5,2,1,13,3,4,0,33,48,2,3,4,2,6,6,3,2,2,9,2,7,7,1,6,3,0,1,0,0,2,2,0,2,2,2,3,1,5,4,17,7,2,0,3,3,2,11,9,2,1,8,2,8,6,11,7,9,3,8,703,4,5,6,3,3,6,3,1,9,4,6,4,0,3,9,5,6,4,2,5,2,2,10,2,3,0,6,4,3,6,3,1,0,2,7,23,2,3,2,0,2,4,6,1,2,4,0,1,1,5,0,7,3,3,1,2,5,3,2,1,6,4,1,0,3,15,2,7,10,11,3,2,3,3,7,4,9,2,5,5,2,11,0,1,16,2,2,10,4,8,2,4,4,1,6,1,2,4,0,2,4,7,5,15,3,1,1,1,5,5,1,2,2,7,4,7,2,2,0,3,0,2,2,2,6,2,5,1,1,6,4,1,2,4,5,14,1,1,2,0,1,4,7,5,4,2,6,12,12,0,7,1,0,7,1,12,0,0,2,0,6,4,7,1,1,4,1,2,10,5,2,6,5,1,2,7,2,3,2,7
"1772063065_B03",7,7,1,3,3,9,2,2,8,0,3,2,0,2,3,1,2,3,2,2,6,2,9,0,7,4,4,3,5,12,3,0,5,2,5,0,13,5,4,6,9,0,3,8,1,4,9,6,3,10,3,3,3,2,5,1,11,8,2,3,1,9,6,3,5,3,4,2,10,0,5,6,9,5,25,3,6,2,1,2,2,2,4,3,2,4,2,4,5,3,3,2,2,6,4,1,19,44,2,4,1,5,3,7,5,7,14,6,8,1,11,12,8,1,6,5,10,5,2,11,10,6,14,7,1,1,8,3,16,2,6,6,1,9,5,2,5,18,4,4,1,2,2,3,11,1,13,2,6,3,15,4,5,3,7,6,4,11,10,22,9,4,5,32,8,2,1,69,19,0,2,1,1,3,1,1,0,3,14,1,9,1,3,12,5,0,1,0,3,2,2,3,0,1,2,3,5,1,4,2,1,2,3,1,0,4,2,4,2,3,15,18,9,3,5,6,18,4,6,400,7,0,4,6,2,7,9,0,3,3,4,5,4,3,6,3,5,2,1,1,2,1,1,2,2,1,1,3,0,1,1,1,1,3,2,4,2,3,3,3,1,0,2,1,1,7,3,1,2,4,0,4,2,0,1,1,3,1,0,2,5,3,8,1,5,6,2,0,2,10,2,7,12,0,4,5,1,1,0,4,8,4,2,3,10,1,2,5,0,1,4,10,2,4,9,2,2,0,2,1,1,2,3,11,0,3,0,6,2,3,2,1,5,1,3,8,3,3,7,2,2,1,7,2,4,2,1,4,1,5,1,3,3,5,4,2,3,3,3,6,1,7,4,3,3,1,4,7,2,3,4,0,1,1,0,6,5,4,3,0,4,2,4,2,1,6,4,4,9,9,2,9,1,1,1,2,6,2,3,2
"1772062109_C11",16,8,3,6,6,20,10,5,8,7,4,4,11,13,8,10,7,4,6,9,7,2,18,4,29,11,6,8,3,3,12,4,14,9,18,9,27,21,13,15,5,2,11,8,6,6,6,9,4,34,9,2,8,6,6,10,41,5,10,6,7,19,7,6,9,9,11,14,27,12,17,9,47,2,98,5,7,16,9,11,7,12,10,7,15,12,14,18,6,7,52,11,11,22,7,5,175,151,9,8,11,8,7,3,14,6,18,9,8,9,38,33,11,11,23,16,15,17,11,23,23,20,28,19,20,2,14,14,57,5,7,16,12,24,13,12,18,6,7,8,5,8,4,8,44,9,13,6,24,0,43,11,9,13,6,38,22,19,26,17,27,22,4,86,14,10,5,122,64,2,4,8,3,7,4,8,8,6,32,7,19,5,4,17,12,6,6,6,12,0,5,14,1,3,24,1,12,4,4,18,8,5,6,5,9,12,4,9,5,9,33,17,21,7,23,5,20,9,7,906,39,8,16,6,2,9,14,2,15,5,15,14,7,8,17,4,10,7,5,9,6,3,1,5,8,2,7,3,2,7,7,5,0,3,10,4,9,4,9,8,3,1,2,5,9,5,7,2,5,10,2,11,9,6,5,2,16,6,5,6,6,2,7,1,4,15,4,8,2,12,6,16,10,10,6,7,6,8,5,13,8,6,8,4,19,5,3,12,7,15,8,8,3,2,2,10,10,5,6,3,8,4,16,15,6,7,5,4,7,4,5,1,16,5,12,11,7,5,17,8,10,3,14,6,3,8,6,4,2,5,15,6,5,8,16,10,3,12,2,3,11,13,16,8,11,9,10,14,9,9,14,3,3,7,5,13,5,8,5,5,16,8,18,5,6,16,8,6,30,7,3,23,5,5,4,4,10,7,12,0
"1772063078_D09",3,3,0,0,0,4,0,0,0,1,2,1,1,4,3,0,0,2,1,3,1,1,11,3,3,1,2,2,0,4,0,3,0,1,3,1,3,5,1,1,3,0,0,1,1,8,1,3,3,1,1,0,1,1,1,1,4,0,2,3,1,1,1,1,5,1,1,0,1,2,0,4,7,1,9,0,3,0,0,0,1,1,0,0,3,2,0,2,0,4,1,3,1,3,2,1,11,20,0,0,0,7,3,3,6,2,4,0,3,0,16,2,3,3,0,2,2,3,0,3,4,4,4,2,2,2,3,2,3,2,1,1,0,3,3,1,0,35,6,1,2,3,0,2,7,0,0,2,1,1,11,1,0,0,3,11,2,8,7,34,6,6,2,9,6,3,0,43,24,1,2,0,1,2,6,0,3,0,13,1,8,3,2,5,2,1,0,0,1,4,0,4,4,1,5,2,3,1,2,8,11,0,0,2,2,0,4,2,1,0,17,4,19,5,14,6,4,6,9,407,5,3,6,1,2,3,3,1,5,2,1,2,1,0,6,1,2,0,4,2,2,0,7,1,1,1,2,1,0,2,3,1,2,5,4,3,0,0,3,0,0,3,0,0,2,5,1,1,0,5,0,3,1,1,3,1,4,4,1,1,3,0,2,1,2,4,0,5,8,4,4,7,2,4,3,4,1,2,0,0,2,1,0,1,3,0,4,6,1,6,2,1,2,0,1,1,2,1,3,0,2,4,4,9,0,0,2,0,0,2,1,0,2,2,0,8,1,1,2,0,4,2,3,1,2,0,0,3,0,1,2,5,1,2,2,2,4,2,1,3,1,2,1,3,0,2,3,8,2,1,10,1,1,6,2,5,8,0,1,2,5,1,9,0,0,8,2,1,5,4,0,3,4,1,1,6,4,1,4,1
